Name,Title,Betweenness Centrality,Closeness Centrality,Clustering Coefficient,Custom Menu Item Action,Custom Menu Item Text,Description,Eigenvector Centrality,Favorites,Followed,Followers,ID,Image File,In-Degree,Joined Twitter Date (UTC),Label,Layout Order,Location,louvain,Opacity,Out-Degree,PageRank,Reciprocated Vertex Pair Ratio,Shape,Size,Time Zone,Time Zone UTC Offset (Seconds),Tooltip,Tweets,Web,X,Y
earthangel903,earthangel903,18.704999,0.000545,0.222222222222222,http://twitter.com/earthangel903,Open Twitter Page for This Person,We the true patriots of America shall never forget 911 of 2012 and those 4 Americans who were murdered by the hands of Barack Obama. Benghazi! Benghazi!,2.6E-05,162,544,554,429,http://a0.twimg.com/profile_images/3078316209/a3eae47f356fb9b74c82371fe1086357_normal.png,7,3/24/2009 10:58:55 PM,earthangel903,16.4199062371243,The North Pole,1.0,99.9537310274941,7,0.509653,0.333333333333333,Image,47.3289872845801,Eastern Time (US & Canada),-18000,"earthangel903

RT @Sanddragger: #Obozo you will
never be my President. You are
a #liar and a complete #fraud.
#my2k #benghazi #democrat #tgdn",6084,http://chirb.it/a9dNMH,1644.24206542969,6766.02197265625
wizard1953,wizard1953,3563.112912,0.000626,0.349002849002849,http://twitter.com/wizard1953,Open Twitter Page for This Person,"I am retired/disabled lean left; but can do right, wordy and a bit nerdy! I am ltd to flw!

I'll follow almost anyone, but will suffer no fools lightly.",0.003442,3049,1998,770,52,http://a0.twimg.com/profile_images/2410617404/fw8ryxyjp1dhso9ai6p8_normal.gif,15,8/25/2008 2:54:26 AM,wizard1953,22.4319996436565,you can guess,2.0,99.9356911392969,25,0.843229,0.481481481481481,Image,61.1034660814561,Mountain Time (US & Canada),-25200,"wizard1953

RT @areyou0: GOP are trying to
be is ruthless as they possibly
can with a war against women trying
to strip them off their rights#My2k
@keriRN @RonHall46",21860,,7322.59765625,7638.1923828125
MTBiking1,MTBiking1,0,0.000508,0,http://twitter.com/MTBiking1,Open Twitter Page for This Person,,1.6E-05,12,160,55,650,http://a0.twimg.com/profile_images/2971313220/7e45928133f3f8d8ea76202a1dd42fd8_normal.jpeg,1,6/26/2009 8:10:17 PM,MTBiking1,2.53085711740404,Pennsylvania,1.0,99.9954065099498,2,0.33731,0,Image,15.5073904343897,Quito,-18000,"MTBiking1

Remember Obama's #My2K Twitter
Campaign. Turns out, he meant each
middle class family owes him $1,500-$2,000
more in taxes. Happy Now Dems?",361,,2167.71411132813,4529.3974609375
SonnyRose33,SonnyRose33,264.899684,0.000565,0.297368421052632,http://twitter.com/SonnyRose33,Open Twitter Page for This Person,"Disallusioned Old School Democrat from the Republic of Texas. Married to the most Beautiful Girl in Texas! I want my Country back from the Marxists,Communists",5.8E-05,241,878,1093,268,http://a0.twimg.com/profile_images/2800146201/5c689afa915c3e91df84cccf9b460a23_normal.jpeg,12,3/30/2009 3:36:19 PM,SonnyRose33,31.4223059876839,"Houston, Texas",1.0,99.908714825002,16,0.876462,0.4,Image,81.7014135415994,Central Time (US & Canada),-21600,"SonnyRose33

RT @timothyclark13: love it dude.
RT @Sanddragger: #Obozo you will
never be my President. You are
a #liar and a complete #fraud.
#my2k #benghazi #democrat #tgdn",14382,,1895.20349121094,4114.59130859375
mblapeer,mblapeer,286.711467,0.000605,0.142105263157895,http://twitter.com/mblapeer,Open Twitter Page for This Person,"Americas Guard of Honor 82d Airborne Division veteran,Father of 2, Activist,Constitution is my bible",6E-05,1103,1484,1246,259,http://a0.twimg.com/profile_images/2862995286/e74cbdb0a152811de33460c935b18eb5_normal.png,13,11/6/2009 10:41:15 PM,mblapeer,35.6808721506442,,1.0,99.8959365708622,18,0.888704,0.55,Image,91.4583360227199,Eastern Time (US & Canada),-18000,"mblapeer

RT @thomasj17431826: Americans
Are Voting With Their Wallets On
Guns http://t.co/HkitQdGE #women
#NRA #tcot #teaparty #tpp #ccot
#college #my2k #cvn #tlot #war",7140,,2571.87353515625,6838.35205078125
chiefragingbull,chiefragingbull,127.855596,0.000602,0.286666666666667,http://twitter.com/chiefragingbull,Open Twitter Page for This Person,a Reagan conservative. less government. term limits. born on Christmas day,8.9E-05,433,564,1358,338,http://a0.twimg.com/profile_images/2983564577/cd08d5b8a80ca3cf9f1bcc2edb3ace05_normal.png,21,12/18/2010 3:49:18 PM,chiefragingbull,38.7982539169942,"Alamo,  USA",1.0,99.88658255476,10,0.993082,0.24,Image,98.6006583618408,,,"chiefragingbull

"@DailyCaller: White House online
'#My2K' campaign fails as US workers'
payroll taxes increase - http://t.co/hE644lmz"
@trisha22522 @nutjob",24872,,3139.91967773438,6439.1298828125
revmining,revmining,59.466409,0.000581,0.33974358974359,http://twitter.com/revmining,Open Twitter Page for This Person,"Veteran 101st, 2nd Id, 24th Id, 3rd Ad, etc American, Business owner, miner. #TGDN.",5.2E-05,54,748,633,381,http://a0.twimg.com/profile_images/2767499767/434bcda5c1f7ddbb1484f9fc50a77db6_normal.jpeg,10,10/13/2012 2:43:48 PM,revmining,18.6187737330319,Bozeman MT,1.0,99.947133105422,14,0.632635,0.692307692307692,Image,52.3668753630672,,,"revmining

RT @Sanddragger: #Obozo you will
never be my President. You are
a #liar and a complete #fraud.
#my2k #benghazi #democrat #tgdn",1710,,2983.21801757813,7052.97412109375
misscorky,misscorky,5.507148,0.000557,0.482142857142857,http://twitter.com/misscorky,Open Twitter Page for This Person,Proud to be an American. Proud Republican. Friends call me Corky which is short for Corcoran. Country music fan from America who loves Aussie country.,2.9E-05,251,682,376,484,http://a0.twimg.com/profile_images/2895851726/07df591721eac89c638205f4930fb5cc_normal.jpeg,7,5/24/2012 2:02:27 AM,misscorky,11.4654959298894,America,1.0,99.9685972316567,5,0.465004,0.25,Image,35.9777964241916,,,"misscorky

RT @Sanddragger: #Obozo you will
never be my President. You are
a #liar and a complete #fraud.
#my2k #benghazi #democrat #tgdn",2146,http://twitter.com/misscorky,1874.84777832031,3059.66625976563
InsuranceJess,InsuranceJess,0,0.000508,0,http://twitter.com/InsuranceJess,Open Twitter Page for This Person,"Insurance Public Affairs, Travel Enthusiast, FSU Sports Fan, Political Junkie. My personal views.",1.6E-05,0,498,660,652,http://a0.twimg.com/profile_images/1149645418/Hanson_2010_normal.JPG,1,8/20/2009 2:11:57 PM,InsuranceJess,19.3702854088485,"Washington, D.C.",1.0,99.9448781193973,2,0.33731,0,Image,54.0886852126767,Quito,-18000,"InsuranceJess

RT @DailyCaller White House online
'#My2K' campaign fails as US workers'
payroll taxes increase",3003,,4383.701171875,7033.802734375
barbarapittman1,barbarapittman1,159.118988,0.000574,0.222943722943723,http://twitter.com/barbarapittman1,Open Twitter Page for This Person,"~Married, raising 8 yr old grandson, had him since he was 5 months. Luv my country, worried bout direction we are headed. Luv my lil dog! #LNYHBT~",6.3E-05,91,2003,1822,315,http://a0.twimg.com/profile_images/1850736665/profile_normal.jpg,13,2/5/2012 8:15:17 PM,barbarapittman1,51.7131212347301,Arizona,1.0,99.8478302023363,23,0.969445,0.545454545454545,Image,128.190279481056,,,"barbarapittman1

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/55ksCOeY",19040,,2263.43041992188,6739.537109375
clearfieldking,clearfieldking,0,0,0,http://twitter.com/clearfieldking,Open Twitter Page for This Person,Logistical manager that  isn't a GOP rhino but a little liberal like John F Kennedy was in the 60's but not a socialist like the DNC has turned into .,0,29,125,72,589,http://a0.twimg.com/profile_images/2422108686/image_normal.jpg,1,4/25/2012 12:11:46 AM,clearfieldking,3.00403113551074,Tupelo MS,3.0,99.9939867039343,1,0.999999,Not Applicable,Image,16.591492932292,,,"clearfieldking

White House online '#My2K' campaign
fails as US workers' payroll taxes
increase: http://t.co/ErmQCmB6
http://t.co/NoojeddK",2527,,5487.021484375,1255.3330078125
Capegirl51,Capegirl51,546.191456,0.0006,0.224358974358974,http://twitter.com/Capegirl51,Open Twitter Page for This Person,"Conservative. love Cape Cod, my country and my life. political junkie hoping & praying we can restore pride in USA & secure our financial future.",5.5E-05,1912,353,997,208,http://a0.twimg.com/profile_images/2802411815/8e55116ab7b885b35dca709430b232b5_normal.jpeg,11,1/1/2011 12:14:01 AM,Capegirl51,28.7502644736696,MA,1.0,99.9167325530896,8,0.727446,0.307692307692308,Image,75.5794229652101,Eastern Time (US & Canada),-18000,"Capegirl51

RT @Rockprincess818: White House
online #My2K Campaign fails as
US workers’ payroll taxes increase
They got what they voted for We
tried to tell them !! #tcot",11754,,2768.81323242188,6895.90478515625
mwgaus,mwgaus,6.822301,0.000558,0.3,http://twitter.com/mwgaus,Open Twitter Page for This Person,"Entrepeneur,Artist,Conservative Cowboy,Power lifter,Military son & Dad,Say what I feel,lover,life,freedom,USA,rock&roll. Code name The Carpenter",2.4E-05,3147,1271,619,474,http://a0.twimg.com/profile_images/2995847599/94ccb94ebb407e40f6313329ab961ed7_normal.jpeg,3,1/9/2012 9:29:48 PM,mwgaus,18.2291010122382,Socal surfer now in utah?,1.0,99.9483023574348,7,0.42338,0.333333333333333,Image,51.4740850706771,Central Time (US & Canada),-21600,"mwgaus

RT @Rockprincess818: White House
online #My2K Campaign fails as
US workers’ payroll taxes increase
They got what they voted for We
tried to tell them !! #tcot",6438,,1435.91064453125,5311.72314453125
doradoz423,doradoz423,0,0.000441,0,http://twitter.com/doradoz423,Open Twitter Page for This Person,RAIDAZ! Lakers! Angels!,2E-06,155,157,47,683,http://a0.twimg.com/profile_images/1554678420/ONcnz9Fc_normal,2,9/17/2009 1:44:48 AM,doradoz423,2.30818699123618,Las Vegas NV,1.0,99.9960746539571,2,0.353295,1,Image,14.9972245530239,,,"doradoz423

@SenatorReid Social Security taxes
went up on the middle class and
got lower for the very wealthy!
What gives you damn liars???? #My2k",1281,,1142.79638671875,8472.291015625
cutiepi2u,cutiepi2u,2207.538831,0.000628,0.123420511313547,http://twitter.com/cutiepi2u,Open Twitter Page for This Person,Ms American Pie ** 7th Gen USA ** Volunteer in God's Army to Restore America & Constitution ** I  Tweet 2 Learn & Share    #Breitbart #Patriot #Agenda21 #SOT,0.000187,100,4318,11558,80,http://a0.twimg.com/profile_images/3029373735/aabe368e4c98eebe89b5e6e9362f965a_normal.jpeg,75,7/6/2011 10:57:16 PM,cutiepi2u,322.702664781016,Silicon Valley CA,1.0,99.034698945446,32,3.130485,0.265060240963855,Image,749.062157103208,Pacific Time (US & Canada),-28800,"cutiepi2u

Oops! #Obama supporters shocked
http://t.co/pUwM1ZRh Sorry, you
who believed the Liar-in-Chief
#Nobama #LIBTARDS #My2K",46938,,2403.15014648438,5157.75927734375
doher30,doher30,3039.844415,0.000631,0.198198198198198,http://twitter.com/doher30,Open Twitter Page for This Person,retired firefighter,0.000118,27,2023,937,60,http://a0.twimg.com/profile_images/3073402493/e8dee70c55017d0642b97ce3337206d7_normal.png,19,10/27/2012 7:39:17 PM,doher30,27.0802385274106,NH,1.0,99.9217436331444,37,1.613077,0.513513513513513,Image,71.7531788549668,Eastern Time (US & Canada),-18000,"doher30

RT @cutiepi2u: Oops! #Obama supporters
shocked http://t.co/pUwM1ZRh Sorry,
you who believed the Liar-in-Chief
#Nobama #LIBTARDS #My2K",1746,,3047.9599609375,5532.279296875
Phalkor007,Phalkor007,25.162456,0.000549,0.28030303030303,http://twitter.com/Phalkor007,Open Twitter Page for This Person,"Vietnam veteran, retired, right leaning conservative. tired of liars and cheaters.#OHIO # Revolution",3.6E-05,37,529,455,413,http://a0.twimg.com/profile_images/3075826719/d6217bc0acb35584d55ab148bf31c6a0_normal.jpeg,11,8/1/2011 5:58:57 PM,Phalkor007,13.664363425797,Oh,1.0,99.9619993095845,13,0.616078,0.833333333333333,Image,41.0156845026786,,,"Phalkor007

RT @Rockprincess818: White House
online #My2K Campaign fails as
US workers’ payroll taxes increase
They got what they voted for We
tried to tell them !! #tcot",7093,,1680.375,4159.76953125
saskamare,saskamare,370.741756,0.000618,0.227832512315271,http://twitter.com/saskamare,Open Twitter Page for This Person,#tppatriots #eligibility #birther #tpp #tcot #RNC #GOP #IAmAndrewBreitbart #TeaParty #Revolution2013 #benghazi,9.7E-05,14,1455,1191,238,http://a0.twimg.com/profile_images/2122639500/tw_14252369_1334451340_normal.jpg,15,4/11/2009 6:09:14 PM,saskamare,34.1500150332402,"Auburn, CA",1.0,99.9005300609125,23,1.179226,0.310344827586207,Image,87.9509455883302,Pacific Time (US & Canada),-28800,"saskamare

RT @cutiepi2u: Oops! #Obama supporters
shocked http://t.co/pUwM1ZRh Sorry,
you who believed the Liar-in-Chief
#Nobama #LIBTARDS #My2K",15690,http://www.HiddenFallsRanch.net,2906.90258789063,6227.419921875
NotBeltwayBaca,NotBeltwayBaca,0,0,0,http://twitter.com/NotBeltwayBaca,Open Twitter Page for This Person,"Guy, I'm an A-Lister; a VIP. When I go to Vegas, I go to win! #COCKTAIL! Tony Romo is a Hall of Famer, everyone else is Junk. USA! USA! USA! Father of 3.",0,2,169,40,591,http://a0.twimg.com/profile_images/2942124952/d485c206b41f2ed982b8a3f785e31d0f_normal.jpeg,1,12/7/2012 3:53:34 AM,NotBeltwayBaca,2.1133506308393,"Beltway, DC",3.0,99.9966592799635,1,0.999999,Not Applicable,Image,14.5508294068289,,,"NotBeltwayBaca

Promise kept by @BarackObama -&gt;
Obama supporters shocked, angry
at new tax increases: http://t.co/yXduzzuj
#My2K #FairShare #Tax #FreeStuff",185,,6874.21240234375,1626.47485351563
Madgrandmatobe,Madgrandmatobe,881.910401,0.000614,0.194949494949495,http://twitter.com/Madgrandmatobe,Open Twitter Page for This Person,"GOVERNMENT is too BIG. Took my ball and went home. refuse to participate in redistribution, screw the takers.  #TGDN #TCOT #RedNationRising",0.00012,573,2060,1949,174,http://a0.twimg.com/profile_images/2794068289/59fd8313d475e6965bfc987dcb2b59cb_normal.jpeg,32,4/12/2012 6:33:42 PM,Madgrandmatobe,55.2480094876449,Left coast,1.0,99.8372234162203,42,1.766334,0.6,Image,136.289162847738,Pacific Time (US & Canada),-28800,"Madgrandmatobe

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/pCeVGTwQ",5496,,2823.8505859375,4146.42626953125
DumbOlHousewife,DumbOlHousewife,320.984827,0.000594,0.286821705426357,http://twitter.com/DumbOlHousewife,Open Twitter Page for This Person,"According to some in the MSM and Hollywood, women like me are just 'dumb old housewives.' Catholic, Pro-Life, Conservative, Wife, Mom of Five, #tcot #TGDN",9.7E-05,1210,2003,1789,251,http://a0.twimg.com/profile_images/2867187995/8ed6f12343fd4a877be0a93a523ff578_normal.png,27,8/12/2012 12:52:44 AM,DumbOlHousewife,50.7946069642877,Nebraska (born in TX),1.0,99.8505862963664,42,1.626921,0.558139534883721,Image,126.085845220422,,,"DumbOlHousewife

Think I'm getting closer to #my2k
;) 1 person said over 1700, another
said more than 1800 needed. I'll
be patient. #TwiddlingThumbs #TGDN2K",2997,,2817.57104492188,3479.07690429688
sarahcgoldstein,sarahcgoldstein,1038.037168,0.000611,0.168552036199095,http://twitter.com/sarahcgoldstein,Open Twitter Page for This Person,Blonde and smart! RN Bsn JD. Entrepreneur. Republican. Jewish. Wall Street & Stocks Junkie. Fighter & Go Getter. Defender of Israel. #Tcot #Eagles #RJC #Jcot,0.000126,155,5278,9492,152,http://a0.twimg.com/profile_images/3072181732/5200be08f5f5ce4c36a801dd7e7fb8c7_normal.jpeg,45,3/9/2011 7:27:00 AM,sarahcgoldstein,265.198104698166,LA/ West Palm Beach/ BC,1.0,99.2072471353326,37,2.02842,0.538461538461538,Image,617.311818240496,Pacific Time (US & Canada),-28800,"sarahcgoldstein

RT @DailyCaller: White House online
'#My2K' campaign fails as US workers'
payroll taxes increase - http://t.co/lUyqwLbl",9317,http://www.breitbart.com/,2652.568359375,3967.92651367188
debraraes,debraraes,20.223555,0.000536,0.234848484848485,http://twitter.com/debraraes,Open Twitter Page for This Person,,3.6E-05,3235,1116,1104,425,http://a0.twimg.com/profile_images/73564870/P1000022_normal.JPG,10,1/27/2009 7:51:36 PM,debraraes,31.7284774111647,New Mexico,1.0,99.9077961269919,13,0.597801,0.75,Image,82.4028916284774,Central Time (US & Canada),-21600,"debraraes

@Rockprincess818 I'll say it Straight
UP #My2K Hey @ObamaVoters #I_TOLD_YOU_SO.
It's UR FAULT that YOU refused
2 listen!#tcot@TPPatriots",22900,,2081.01489257813,6968.1962890625
SquirtyMcNuttin,SquirtyMcNuttin,1172.42266,0.000609,0.29040404040404,http://twitter.com/SquirtyMcNuttin,Open Twitter Page for This Person,Lead Farmer! // #Economics // #Finance // #Nerd // #NRA // #NJ2AS // #SAF // #NJ // #Independent // #Beer // #TGDN // RT != Endorsement,0.000123,308,2150,1994,137,http://a0.twimg.com/profile_images/2919572000/62703d4b6db8d3bb214a46f93ba3bd06_normal.jpeg,31,3/10/2012 5:42:12 PM,SquirtyMcNuttin,56.5005289473391,South Jersey,1.0,99.8334651061792,39,1.714841,0.511111111111111,Image,139.15884593042,Eastern Time (US & Canada),-18000,"SquirtyMcNuttin

RT @DumbOlHousewife: Think I'm
getting closer to #my2k ;) 1 person
said over 1700, another said more
than 1800 needed. I'll be patient.
#TwiddlingThumbs #TGDN2K",864,,2908.86450195313,3168.4580078125
EricFreimuth65,EricFreimuth65,0,0.000518,0.5,http://twitter.com/EricFreimuth65,Open Twitter Page for This Person,Constitutionalist. American. Responsible gun owner. Married. Two rescue dogs. Most amazing wife. Roman Cathilic.,1.8E-05,0,50,13,654,http://a0.twimg.com/profile_images/2908834691/734e102a25250329ee079a235ec2b753_normal.jpeg,2,11/29/2012 1:14:49 AM,EricFreimuth65,1.36183895502277,ohio,1.0,99.9989142659881,3,0.33529,0.5,Image,12.8290195572194,Eastern Time (US & Canada),-18000,"EricFreimuth65

@BarackObama yea by raising taxes
on everyone. Wish I could buy groceries
this week...so much for #My2k oh
yea it was spent on 1 min of AF1",56,,4148.09765625,7152.18701171875
akiraendo1,akiraendo1,0,0,0,http://twitter.com/akiraendo1,Open Twitter Page for This Person,俺は世界を壊し、世界を創る…そのためには皆の力が必要だ。ニャニャーシュ・ヴィ・ブリタニアが命ずる、 私をフォローしろっ！！ (´･_((◉))`)キュィィン,0,606,1370,1316,593,http://a0.twimg.com/profile_images/3073153138/710f54513e2416699c1cddf9b2596b17_normal.jpeg,1,6/9/2012 6:58:43 PM,akiraendo1,37.629235754613,,3.0,99.8900903107983,1,0.999999,Not Applicable,Image,95.9222874846705,,,"akiraendo1

RT @BarackObama: Kathy’s #My2K
would help purchase supplies for
her classroom. What does #My2K
mean to you? http://t.co/bL4qNE4U",5671,,7983.96484375,884.191040039063
viviananikolova,viviananikolova,0,0,0,http://twitter.com/viviananikolova,Open Twitter Page for This Person,I LOVE @justinbieber !! I'm Belieber! I love @AustinMahone .im Mahomie.My idol is @justinbieber and I want he to follow me!,0,2119,47,91,594,http://a0.twimg.com/profile_images/3061355837/001be2e2be9c37be0289f4a762eeddde_normal.jpeg,1,7/11/2011 12:07:05 PM,viviananikolova,3.53287268515941,Bulgaria,3.0,99.9923998619169,1,0.999999,Not Applicable,Image,17.8031369005357,Quito,-18000,"viviananikolova

RT @BarackObama: Kathy’s #My2K
would help purchase supplies for
her classroom. What does #My2K
mean to you? http://t.co/bL4qNE4U",3895,http://twitter.com/settings/profile,6041.89794921875,1255.3330078125
darlene1980,darlene1980,1088.396513,0.000628,0.192028985507246,http://twitter.com/darlene1980,Open Twitter Page for This Person,"53 years old. White, divorced, staying single by choice. Mother of two 30-something children, Grandmother of 5. Non-denom. follower of God. Non partisan.",0.000152,2513,1404,1198,148,http://a0.twimg.com/profile_images/2827532425/182e023feda7a6bf4e453a82545937e6_normal.png,18,3/13/2009 12:42:22 AM,darlene1980,34.344851393637,LA,1.0,99.8999454349061,23,1.011713,0.625,Image,88.3973407345253,Central Time (US & Canada),-21600,"darlene1980

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/TQNfrSXd",26735,,2957.28540039063,6789.93212890625
politicallyrich,politicallyrich,0,0.000508,0,http://twitter.com/politicallyrich,Open Twitter Page for This Person,,1.6E-05,12,140,134,655,http://a0.twimg.com/profile_images/1403798797/twitter_normal.png,1,4/28/2011 3:41:40 AM,politicallyrich,4.72972461331166,,1.0,99.9888085878776,2,0.33731,0,Image,20.5452785128768,Central Time (US & Canada),-21600,"politicallyrich

RT @DailyCaller: White House online
'#My2K' campaign fails as US workers'
payroll taxes increase - http://t.co/lUyqwLbl",31931,http://www.politicallyrich.com,4219.31396484375,7481.82421875
ItsAlinaJo,ItsAlinaJo,90.406805,0.00056,0.398333333333333,http://twitter.com/ItsAlinaJo,Open Twitter Page for This Person,"Fierce fighter for Democratic values. Will never give up nor into emotional, mindless thoughts of actions or REACTIONS. OBAMA/BIDEN 2012!...FEEL MY HEART!",0.003562,709,918,935,361,http://a0.twimg.com/profile_images/3025852747/7bafaea0931a9dbb7938c1acea43c27e_normal.jpeg,17,1/25/2011 2:32:34 AM,ItsAlinaJo,27.0245709958686,,2.0,99.9219106691462,24,0.777654,0.64,Image,71.6256373846253,Central Time (US & Canada),-21600,"ItsAlinaJo

RT @areyou0: President Barack Obama
is a devoted American, devoted
Christian, committed service to
all Americans! #My2k",12671,,7793.16845703125,4277.765625
hownowbrowncow,hownowbrowncow,258.567481,0.000541,0.0357142857142857,http://twitter.com/hownowbrowncow,Open Twitter Page for This Person,"Tech policy consultant, gaming enthusiast, Star Wars aficionado, Dallas Theological student, Dawg fan, FSU grad, conservative-libertarian.",6.3E-05,7,11315,15493,271,http://a0.twimg.com/profile_images/1465790244/nrbcomheadshot_normal.jpg,8,5/5/2008 10:31:12 PM,hownowbrowncow,432.228533089832,"Dallas, TX",1.0,98.7060556118529,2,0.479183,0,Image,1000,Eastern Time (US & Canada),-18000,"hownowbrowncow

In #My2k the president says he
will prevent payroll tax increases
then signs a bill w/the increases
&amp; his twitter campaign fails.
Oh wait...",6450,http://www.nickrbrown.com,3454.19091796875,2027.36108398438
gferrar,gferrar,0,0.000376,0,http://twitter.com/gferrar,Open Twitter Page for This Person,"Director of Tree of Life Ministries & Belize Prayer Network, writer. Love God, heart to heart talks,  prophecy, healing, power ministry, transforming nations",0,0,485,385,656,http://a0.twimg.com/profile_images/2709219045/53c453a0a676b2fa11be373013d1afc0_normal.jpeg,2,5/25/2010 4:56:56 AM,gferrar,11.7159998218283,"Caye Caulker, Belize",1.0,99.9678455696484,2,0.402863,1,Image,36.5517330407281,Central Time (US & Canada),-21600,"gferrar

Austerity now can avoid a steeper
fiscal cliff that would plunge
us into lower standards of living.
#fiscalcliff #My2K http://t.co/wiePj6pK",154,http://belizeprayernetwork.com/,1736.3427734375,327.478179931641
ArrogantDemon,ArrogantDemon,101.409993,0.000516,0.18,http://twitter.com/ArrogantDemon,Open Twitter Page for This Person,"I like #obamacare, #Obama2012 and I believe people are decent people, its just the pricks on either side want to keep us divided to keep things as they are",0.002427,820,463,1249,357,http://a0.twimg.com/profile_images/3035124763/48f1d104d452a1f33e2aaef99c88dd67_normal.jpeg,25,8/29/2011 11:00:51 AM,ArrogantDemon,35.7643734479571,City of Angels and Demons,2.0,99.8956860168595,3,0.827472,0.0769230769230769,Image,91.6496482282321,,,"ArrogantDemon

RT @areyou0: President Barack Obama
is a devoted American, devoted
Christian, committed service to
all Americans! #My2k",47412,,6707.486328125,5267.6787109375
TheTeaParty_net,TheTeaParty_net,19880.993987,0.000677,0.0796241926012918,http://twitter.com/TheTeaParty_net,Open Twitter Page for This Person,"We help build the Tea Party #TeaParty nationwide!
Limited Federal Government, Individual Freedoms, Personal Responsibility and Free Markets",0.000264,85,21025,33972,5,http://a0.twimg.com/profile_images/1230952864/Constitution_logo-83x105_normal.jpg,123,11/21/2010 6:23:27 AM,TheTeaParty_net,946.568690771818,America,1.0,97.1627264729791,43,5.884054,0.251908396946565,Image,1000,Eastern Time (US & Canada),-18000,"TheTeaParty_net

UNBELIEVABLE!: Obama to Boehner:
“We Don’t Have a Spending Problem”
http://t.co/zBGZkWta #TeaParty
#tcot #tlot #ObamaTaxHikes #my2k",21273,http://www.theteaparty.net,2530.71240234375,4432.15869140625
asoldiersvoice,asoldiersvoice,109.764519,0.000555,0.403846153846154,http://twitter.com/asoldiersvoice,Open Twitter Page for This Person,"Philly born and raised.  Joined the Army in 1986 and still in.  I'm high speed, low drag, Teflon coated. Black, liberal, and proud.",0.005567,251,1704,1499,349,http://a0.twimg.com/profile_images/1514738733/in_our_younger_days_normal.jpg,28,3/20/2009 10:22:00 PM,asoldiersvoice,42.7228148907028,"Fort Bragg, NC",2.0,99.8748065166312,40,1.15265,0.65,Image,107.592332020913,,,"asoldiersvoice

RT @ojailola: Bingo! “@Mozi_N:
Wanna solve debt problem? Cut military
spending. End subsidies to Big
Oil, Pharma &amp; Ag. End corp
welfare. Tax rich. #My2K”",32060,,7902.54150390625,4752.5927734375
J_is_Wisor,J_is_Wisor,0,0.000473,0,http://twitter.com/J_is_Wisor,Open Twitter Page for This Person,"Love is patient, love is kind. It does not envy, it does not boast, it is not proud. #1Corinthians13_4-7 #wisorhealth.weebly.com",5E-06,28,398,244,657,http://a0.twimg.com/profile_images/2443003535/49a1yn38mvi09xlygtyp_normal.jpeg,1,4/29/2011 6:36:06 PM,J_is_Wisor,7.79143884811973,,1.0,99.9796216077772,2,0.326765,0,Image,27.5600593816562,Central Time (US & Canada),-21600,"J_is_Wisor

RT @TheTeaParty_net: UNBELIEVABLE!:
Obama to Boehner: “We Don’t Have
a Spending Problem” http://t.co/zBGZkWta
#TeaParty #tcot #tlot #ObamaTaxHikes
#my2k",3368,http://wisorhealth.weebly.com,1938.65600585938,1885.37268066406
Killfreak_chuck,Killfreak_chuck,436.049184,0.000635,0,http://twitter.com/Killfreak_chuck,Open Twitter Page for This Person,"I am Iron Man...,has he lost his mind can he see or is he blind, can he walk or talk or if he moves will he fall ~ black sabbath",0.000259,1735,1485,399,222,http://a0.twimg.com/profile_images/3029947710/80dab3dbcdd87a456527ca9812e4ceab_normal.jpeg,1,10/16/2009 10:42:46 AM,Killfreak_chuck,12.105672542622,"Brockton, Mass.",1.0,99.9666763176357,4,0.329296,0,Image,37.4445233331182,Eastern Time (US & Canada),-18000,"Killfreak_chuck

RT @TheTeaParty_net: UNBELIEVABLE!:
Obama to Boehner: “We Don’t Have
a Spending Problem” http://t.co/zBGZkWta
#TeaParty #tcot #tlot #ObamaTaxHikes
#my2k",6769,http://twitter.com/killfreak,4101.41455078125,4220.61083984375
drjoepastorek,drjoepastorek,0,0.000473,0,http://twitter.com/drjoepastorek,Open Twitter Page for This Person,"Trying to stay out of trouble, but losing ground!!
#conservative #prolife #Saints #LSU #Louisiana #teaparty",5E-06,117,107,99,658,http://a0.twimg.com/profile_images/64537552/Doctor_Joe_normal.jpg,1,11/14/2008 4:14:43 PM,drjoepastorek,3.75554281132727,Great State of Louisiana,1.0,99.9917317179096,2,0.326765,0,Image,18.3133027819015,Central Time (US & Canada),-21600,"drjoepastorek

RT @TheTeaParty_net: UNBELIEVABLE!:
Obama to Boehner: “We Don’t Have
a Spending Problem” http://t.co/zBGZkWta
#TeaParty #tcot #tlot #ObamaTaxHikes
#my2k",1903,,1850.9716796875,1996.31958007813
